run,repeat,problem,seed,selected_feature_count,modeler_selected_features,modeler_selected_real_count,modeler_selected_dummy_count,modeler_real_coverage_pct,fi_all_real_included,fi_real_only_success,modeler_metadata,run_root
70,35,goldstein_price,34044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_143649_836649_9b15\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_143649_836649_9b15
71,36,goldstein_price,35044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_143932_258307_662b\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_143932_258307_662b
72,37,goldstein_price,36044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_144221_641451_7785\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_144221_641451_7785
73,38,goldstein_price,37044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_144529_110575_cc28\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_144529_110575_cc28
74,39,goldstein_price,38044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_144854_138105_3519\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_144854_138105_3519
75,40,goldstein_price,39044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_145204_217227_1f62\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_145204_217227_1f62
76,41,goldstein_price,40044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_145455_318794_6f8a\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_145455_318794_6f8a
77,42,goldstein_price,41044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_145726_063195_90f8\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_145726_063195_90f8
78,43,goldstein_price,42044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150005_093757_c58b\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150005_093757_c58b
79,44,goldstein_price,43044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150239_653347_812c\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150239_653347_812c
80,45,goldstein_price,44044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150533_967913_7cda\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150533_967913_7cda
81,46,goldstein_price,45044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150823_158255_08a1\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_150823_158255_08a1
82,47,goldstein_price,46044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151045_416381_c588\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151045_416381_c588
83,48,goldstein_price,47044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151333_760999_e611\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151333_760999_e611
84,49,goldstein_price,48044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151642_478512_6926\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151642_478512_6926
85,50,goldstein_price,49044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151925_873745_53bd\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_goldstein_price_20260901_151925_873745_53bd
86,1,six_hump_camel,45,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152227_774411_464d\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152227_774411_464d
87,2,six_hump_camel,1045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152319_659670_d263\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152319_659670_d263
88,3,six_hump_camel,2045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152359_428972_fc92\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152359_428972_fc92
89,4,six_hump_camel,3045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152445_879950_d0c3\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152445_879950_d0c3
90,5,six_hump_camel,4045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152525_806575_7ccf\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152525_806575_7ccf
91,6,six_hump_camel,5045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152606_948469_9547\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152606_948469_9547
92,7,six_hump_camel,6045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152652_716936_b1f9\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152652_716936_b1f9
93,8,six_hump_camel,7045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152735_966135_1333\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152735_966135_1333
94,9,six_hump_camel,8045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152817_934995_6b71\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152817_934995_6b71
95,10,six_hump_camel,9045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152901_100718_e591\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152901_100718_e591
96,11,six_hump_camel,10045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152957_745398_e001\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_152957_745398_e001
97,12,six_hump_camel,11045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153039_649853_b52f\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153039_649853_b52f
98,13,six_hump_camel,12045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153125_781778_10b8\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153125_781778_10b8
99,14,six_hump_camel,13045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153210_860799_ffa9\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153210_860799_ffa9
100,15,six_hump_camel,14045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153253_913566_1d79\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153253_913566_1d79
101,16,six_hump_camel,15045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153341_079514_7985\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153341_079514_7985
102,17,six_hump_camel,16045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153425_977696_8bb9\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153425_977696_8bb9
103,18,six_hump_camel,17045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153512_476824_bac2\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153512_476824_bac2
104,19,six_hump_camel,18045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153555_577807_fbdf\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153555_577807_fbdf
105,20,six_hump_camel,19045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153644_810388_800a\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153644_810388_800a
106,21,six_hump_camel,20045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153730_078866_8fec\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153730_078866_8fec
107,22,six_hump_camel,21045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153809_805799_ea80\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153809_805799_ea80
108,23,six_hump_camel,22045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153856_672519_0e04\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153856_672519_0e04
109,24,six_hump_camel,23045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153942_913577_e328\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_153942_913577_e328
110,25,six_hump_camel,24045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_154026_818568_3846\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260901_091126\runs\run_six_hump_camel_20260901_154026_818568_3846
