run,repeat,problem,seed,selected_feature_count,modeler_selected_features,modeler_selected_real_count,modeler_selected_dummy_count,modeler_real_coverage_pct,fi_all_real_included,fi_real_only_success,modeler_metadata,run_root
70,35,goldstein_price,34044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_181717_629028_6784\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_181717_629028_6784
71,36,goldstein_price,35044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_181948_550055_cc6b\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_181948_550055_cc6b
72,37,goldstein_price,36044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_182223_075518_5754\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_182223_075518_5754
73,38,goldstein_price,37044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_182516_570889_46d4\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_182516_570889_46d4
74,39,goldstein_price,38044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_182759_229479_0950\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_182759_229479_0950
75,40,goldstein_price,39044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183026_153706_2d94\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183026_153706_2d94
76,41,goldstein_price,40044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183304_485356_1c39\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183304_485356_1c39
77,42,goldstein_price,41044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183520_429470_f64f\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183520_429470_f64f
78,43,goldstein_price,42044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183751_965296_faf1\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_183751_965296_faf1
79,44,goldstein_price,43044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184010_422274_ff8b\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184010_422274_ff8b
80,45,goldstein_price,44044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184243_366597_8d9f\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184243_366597_8d9f
81,46,goldstein_price,45044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184527_874564_e8a7\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184527_874564_e8a7
82,47,goldstein_price,46044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184804_491119_8ffa\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_184804_491119_8ffa
83,48,goldstein_price,47044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_185032_293551_8fdf\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_185032_293551_8fdf
84,49,goldstein_price,48044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_185304_673401_7801\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_185304_673401_7801
85,50,goldstein_price,49044,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_185527_982605_49f2\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_goldstein_price_20260902_185527_982605_49f2
86,1,six_hump_camel,45,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_185822_848096_54de\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_185822_848096_54de
87,2,six_hump_camel,1045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_185914_618629_cf49\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_185914_618629_cf49
88,3,six_hump_camel,2045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_185951_629917_673a\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_185951_629917_673a
89,4,six_hump_camel,3045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190032_025328_49c0\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190032_025328_49c0
90,5,six_hump_camel,4045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190110_032638_55a2\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190110_032638_55a2
91,6,six_hump_camel,5045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190148_859409_f13c\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190148_859409_f13c
92,7,six_hump_camel,6045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190231_737722_5cbf\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190231_737722_5cbf
93,8,six_hump_camel,7045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190312_828347_563e\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190312_828347_563e
94,9,six_hump_camel,8045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190350_648994_81f3\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190350_648994_81f3
95,10,six_hump_camel,9045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190432_647511_bd27\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190432_647511_bd27
96,11,six_hump_camel,10045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190508_663450_7b6c\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190508_663450_7b6c
97,12,six_hump_camel,11045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190549_991658_e5dd\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190549_991658_e5dd
98,13,six_hump_camel,12045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190626_894718_638f\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190626_894718_638f
99,14,six_hump_camel,13045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190705_799281_c65a\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190705_799281_c65a
100,15,six_hump_camel,14045,2,"[""x2"", ""x1""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190742_017361_b579\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190742_017361_b579
101,16,six_hump_camel,15045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190824_289915_436b\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190824_289915_436b
102,17,six_hump_camel,16045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190903_881269_f402\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190903_881269_f402
103,18,six_hump_camel,17045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190944_744470_45fd\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_190944_744470_45fd
104,19,six_hump_camel,18045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191026_217293_e084\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191026_217293_e084
105,20,six_hump_camel,19045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191106_109374_b048\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191106_109374_b048
106,21,six_hump_camel,20045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191147_484769_c338\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191147_484769_c338
107,22,six_hump_camel,21045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191223_269545_8e0d\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191223_269545_8e0d
108,23,six_hump_camel,22045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191304_449387_0ab7\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191304_449387_0ab7
109,24,six_hump_camel,23045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191346_372204_8870\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191346_372204_8870
110,25,six_hump_camel,24045,2,"[""x1"", ""x2""]",2,0,100.0,True,True,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191424_349264_43c9\Modeler\metadata.json,C:\dev\PIDO\IIT_PIDO\result\bench\aion\20260902_115957\runs\run_six_hump_camel_20260902_191424_349264_43c9
