strategy,problem,tries,optimizer_final_pass_pct,optimizer_score_final_pass_pct,optimizer_goal_hit_pct,optimizer_internal_goal_hit_pct,optimizer_score_goal_hit_pct,focus3_goal_hit_pct,focus3_internal_goal_hit_pct,focus3_score_goal_hit_pct,archive_only_goal_hit_pct,score_archive_only_goal_hit_pct,explorer_joint_pass_pct,explorer_bounds_pass_pct,modeler_all_real_included_pct,modeler_all_real_only_pct,survivor_optimum_included_pct,volume_cap_pass_pct,optimizer_score_goal,optimizer_final_objective_mean,optimizer_final_objective_median,optimizer_final_objective_min,optimizer_final_objective_max,optimizer_final_objective_std,optimizer_best_objective_mean,optimizer_best_objective_median,focus3_best_objective_mean,focus3_best_objective_median,optimizer_n_iterations_mean,focus3_eval_count_mean,focus3_improved_count_mean,source_prob_best_local_mean,source_prob_correlated_local_mean,source_prob_random_mean,focus3_selected_best_local_mean,focus3_selected_correlated_local_mean,focus3_near_goal_exploitation_active_pct,focus3_goal_free_plateau_applied_pct,focus3_recover_active_pct,focus3_recover_no_improve_count_mean
S4_dual,cantilever_beam,25,92.0,92.0,96.0,0.0,96.0,96.0,0.0,96.0,0.0,0.0,92.0,92.0,100.0,100.0,92.0,100.0,114.66,95.08959605417725,93.15407817823089,92.77388195171453,134.15457952288273,8.19388473580128,95.08959605417725,93.15407817823089,95.08959605417725,93.15407817823088,60.0,59.96,4.52,0.0,,0.13204985709489062,0.0,0.0,0.0,0.0,96.0,30.4
S4_dual,goldstein_price,50,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,3.6,3.0001949208429117,3.0000772780813967,3.0000028648390638,3.001462505739878,0.0002637100700595437,3.0001949208429117,3.0000772780813967,3.0001949208429117,3.000077278081397,350.0,350.0,8.14,0.7476,0.0,0.02727272727272727,13.64,0.0,0.0,0.0,70.0,5.86
S4_dual,rosenbrock,10,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,1.2,1.0109836515675457,1.0059075351379612,1.0009391813980428,1.034833966860419,0.011443564062963282,1.0109836515675457,1.0059075351379612,1.0109836515675457,1.0059075351379612,1050.0,1050.0,23.8,0.636,0.0,0.0938190819081908,12.4,0.0,0.0,0.0,10.0,3.4
S4_dual,six_hump_camel,25,100.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,-0.86,-1.0085777298875653,-1.028112886796538,-1.0314172129703802,-0.8677716731081824,0.045052870523062734,-1.0085777298875653,-1.028112886796538,-1.0085777298875653,-1.028112886796538,15.0,13.84,3.56,0.68,0.0,0.09228846960167715,14.6,0.0,0.0,0.0,36.0,2.12
S4_dual,__overall__,110,98.18181818181819,98.18181818181819,99.0909090909091,0.0,99.0909090909091,99.0909090909091,0.0,99.0909090909091,0.0,0.0,98.18181818181819,98.18181818181819,100.0,100.0,98.18181818181819,100.0,,22.83768218786421,3.0000599711245695,-1.0314172129703802,134.15457952288273,39.582259695597,22.83768218786421,3.0000599711245695,22.83768218786421,3.000059971124569,271.59090909090907,271.3181818181818,7.7,0.5521818181818182,0.0,0.07191168500120423,10.645454545454545,0.0,0.0,0.0,62.727272727272734,10.363636363636363
