run,feature,is_dummy,rank,selected_count,final_score_adj,global_score,bootstrap_freq,null_margin
run_six_hump_camel_20260327_110813_338848_9052,x1,False,2,3,0.8635762685704845,0.9089375,1.0,0.1490916666666668
run_six_hump_camel_20260327_110813_338848_9052,d2,True,3,3,0.8160532391605774,0.8756041666666666,1.0,0.1352411458333333
run_six_hump_camel_20260327_111628_548177_8039,x1,False,1,3,0.9586032911026152,0.98025,1.0,0.2542098958333333
run_six_hump_camel_20260327_111628_548177_8039,x2,False,2,3,0.8926866910915234,0.90625,1.0,0.1865624999999999
run_six_hump_camel_20260327_111628_548177_8039,d3,True,3,3,0.606308850717081,0.6832395833333332,0.7,-0.0390687239583332
run_six_hump_camel_20260327_151527_171607_8dc6,x1,False,1,3,0.9568479872554452,0.9703125,1.0,0.2553463541666666
run_six_hump_camel_20260327_151527_171607_8dc6,x2,False,2,3,0.8558701877380746,0.8919999999999999,1.0,0.1653713541666666
run_six_hump_camel_20260327_151527_171607_8dc6,d3,True,3,3,0.8156501792687889,0.8467499999999999,1.0,0.1427135416666667
run_six_hump_camel_20260327_151822_888583_b46c,x1,False,1,3,0.94989894401926,0.976875,1.0,0.194396875
run_six_hump_camel_20260327_151822_888583_b46c,x2,False,2,3,0.797840083471787,0.8324687499999999,0.9,0.0432645833333332
run_six_hump_camel_20260327_151822_888583_b46c,d2,True,3,3,0.7821258584455667,0.8215729166666667,0.8,0.0421973958333334
run_six_hump_camel_20260327_152233_872567_d254,x2,False,1,3,0.8431867646289419,0.8916249999999999,0.9,0.1633869791666666
run_six_hump_camel_20260327_152233_872567_d254,x1,False,2,3,0.8029630074181596,0.878875,1.0,0.1329411458333333
run_six_hump_camel_20260327_152233_872567_d254,d2,True,3,3,0.7102394192363831,0.7778333333333333,1.0,0.0359630208333333
run_six_hump_camel_20260327_152752_164151_0099,x2,False,1,4,0.8701795882257481,0.9025,1.0,0.1231541666666666
run_six_hump_camel_20260327_152752_164151_0099,x1,False,2,4,0.859977491655508,0.9021249999999998,0.9,0.1245302083333332
run_six_hump_camel_20260327_152752_164151_0099,d2,True,3,4,0.7502964910500921,0.8032916666666666,0.7,0.0284791666666668
run_six_hump_camel_20260327_152752_164151_0099,d3,True,4,4,0.6698924520352031,0.7498333333333332,0.8,-0.0060269270833334
run_six_hump_camel_20260327_152935_808993_32f9,x1,False,1,3,0.9423750354048436,0.960625,1.0,0.1589635416666668
run_six_hump_camel_20260327_152935_808993_32f9,x2,False,2,3,0.8076435370618313,0.83246875,0.7,0.0308190625000002
run_six_hump_camel_20260327_152935_808993_32f9,d3,True,3,3,0.7043455114405978,0.7550937499999999,0.8,-0.072611848958333
run_six_hump_camel_20260327_154306_859562_169f,x1,False,1,1,0.977201302633323,0.9968125,1.0,0.3440875
run_six_hump_camel_20260327_160201_555288_2afc,x2,False,1,3,0.8734239369549396,0.8841249999999998,1.0,0.1309604166666664
run_six_hump_camel_20260327_160201_555288_2afc,x1,False,2,3,0.8635762685704845,0.9089375,1.0,0.1490916666666668
run_six_hump_camel_20260327_160201_555288_2afc,d2,True,3,3,0.8160532391605774,0.8756041666666666,1.0,0.1352411458333333
run_six_hump_camel_20260330_165541_485491_3673,x1,False,1,3,0.9568479872554452,0.9703125,1.0,0.2553463541666666
