run_root,problem,selected,sel_count,dummy_count,fi_real_only_success,fi_all_real_included,fi_final_score_threshold,fi_global_score_floor,fi_stability_rule_very_low_data,fi_stability_perm_min_rate_very_low_data,fi_stability_drop_min_rate_very_low_data,fi_stability_rule_normal,fi_gap_filter_enabled,fi_gap_threshold_very_low_data,fi_gap_global_floor,fi_gap_min_retain,fi_drop_veto_enabled,fi_drop_veto_threshold,fi_disagreement_penalty_scale,fi_disagreement_threshold,fi_null_enabled,fi_null_mode,fi_null_quantile,fi_null_alpha_low_data,fi_bootstrap_enabled,fi_bootstrap_min_freq,fi_bootstrap_rescue_global_floor,fi_perm_var_penalty_very_low_data_scale,perm_repeats,perm_min_pass_rate,fi_drop_min_pass_rate,fi_drop_epsilon,fi_drop_min_pass_rate_very_low_data,fi_drop_epsilon_very_low_data,cv_low_data_np_ratio
result\past\run_six_hump_camel_20260402_133229_714773_e639,six_hump_camel,"d3,x1,x2",3,1,0,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_133418_303156_5391,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_133637_750083_70c4,six_hump_camel,"d2,x1,x2",3,1,0,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_133832_604322_2653,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_134045_075879_4950,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_134239_953137_9ee2,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_134421_386556_46f8,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_134603_539429_d85f,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_134743_668218_007a,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_135000_836947_6f3d,six_hump_camel,"d2,x1,x2",3,1,0,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_135226_389141_23ba,six_hump_camel,"d3,x1,x2",3,1,0,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_135423_862072_eb2c,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_135620_445530_3e76,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_135816_988855_d7be,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_140034_070041_40ee,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\run_six_hump_camel_20260402_140238_316559_3b49,six_hump_camel,"x1,x2",2,0,1,1,0.55,0.25,and,0.6,0.42,or,True,0.08,0.79,2,True,0.03,0.55,0.25,True,soft,0.85,0.45,True,0.73,0.75,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
