run_root,problem,selected,sel_count,dummy_count,fi_real_only_success,fi_all_real_included,fi_final_score_threshold,fi_global_score_floor,fi_stability_rule_very_low_data,fi_stability_perm_min_rate_very_low_data,fi_stability_drop_min_rate_very_low_data,fi_stability_rule_normal,fi_gap_filter_enabled,fi_gap_threshold_very_low_data,fi_gap_global_floor,fi_gap_min_retain,fi_drop_veto_enabled,fi_drop_veto_threshold,fi_disagreement_penalty_scale,fi_disagreement_threshold,fi_null_enabled,fi_null_mode,fi_null_quantile,fi_null_alpha_low_data,fi_bootstrap_enabled,fi_bootstrap_min_freq,fi_bootstrap_rescue_global_floor,fi_perm_var_penalty_very_low_data_scale,perm_repeats,perm_min_pass_rate,fi_drop_min_pass_rate,fi_drop_epsilon,fi_drop_min_pass_rate_very_low_data,fi_drop_epsilon_very_low_data,cv_low_data_np_ratio
result\past\additional=True\run_cantilever_beam_20260326_172335_379289_514b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_172524_147534_d689,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_172715_385192_4113,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_172913_693078_6d9b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_173123_277827_7494,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_173330_343318_d339,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_173529_619957_e52e,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_173733_345166_989e,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_173930_214991_f453,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_174135_900970_173b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_174318_402423_7046,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_174522_428013_902d,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_174718_807454_b487,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_174852_688075_8dc0,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_175054_939797_672f,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_175241_098067_69e5,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_175437_490294_d93b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_175626_888275_4c9c,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_175831_497440_c428,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_180034_141095_2b63,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_180220_210548_a8ba,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_180400_010051_136d,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_180601_559493_656b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_180802_703114_bbbc,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260326_181010_142035_4de9,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_084108_992204_09c0,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_084422_198018_2110,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_084559_637638_18bf,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_084803_258004_5b3f,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_084955_708725_8382,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_085157_194187_40bf,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_085357_363073_8c36,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_085615_746791_6b71,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_085759_345499_e1a2,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_085952_866769_6e3b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_090141_284415_e44b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_090411_572305_73d2,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_090612_342461_a3ca,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_090733_851179_3b91,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_090959_567210_6bbe,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_091159_505397_f136,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_091340_926792_c8e9,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_091535_656831_2e74,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_091847_020271_afc6,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_092222_087568_d111,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_092437_366528_f2b0,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_092716_471522_a316,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_092937_184577_9a2e,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_093115_776719_c3d7,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_093256_443291_7093,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.3,or,,,,,True,0.03,0.55,0.25,True,soft,0.85,0.3,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_133604_346608_817d,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_133636_050188_9079,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_133751_383378_6c54,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_133905_075963_d19d,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_133940_926373_1871,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134105_129489_dfa3,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134139_435849_ec11,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134346_309236_663a,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134350_821078_9b51,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134551_880676_907b,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134611_518207_9bd6,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134749_768288_b466,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134924_730354_7a03,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_134950_450099_0d81,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135144_588314_3aeb,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135158_791661_da65,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135350_450257_9e6c,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135442_494204_d377,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135532_302492_7899,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135706_508600_f8c1,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135736_186782_7a0a,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_135930_968983_21e6,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140009_156322_274a,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140103_744857_3d90,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140222_563334_d689,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140305_372087_b735,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140451_017886_0c7d,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140458_608552_c7c9,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140646_349916_7d6f,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140746_609023_2e90,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_140834_724666_d9fc,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_141008_015441_3047,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_141034_668209_179e,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_141236_522829_124a,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_141258_680315_255e,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_141421_594126_52ff,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_141522_957130_6583,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
result\past\additional=True\run_cantilever_beam_20260327_141559_464311_2ec1,cantilever_beam,"H,b1,b2,h1",4,0,1,1,0.55,0.25,and,0.6,0.45,or,True,0.1,0.7,2.0,True,0.03,0.4,0.25,True,soft,0.85,0.45,True,0.7,,0.2,5,0.6,0.6,0.06,0.35,0.02,15.0
